dataset,method,iid,alpha,n_files,n_unique_seeds,seeds,final_avg_acc_seen,final_avg_forgetting_seen,comm_bytes_total_run,upload_bytes_total_run,download_bytes_total_run,comm_bytes_per_round_final,upload_bytes_per_round_final,download_bytes_per_round_final,model_bytes_upload_mean,model_bytes_upload_max,model_bytes_upload_final,model_bytes_download_mean,model_bytes_download_max,model_bytes_download_final,nkeys_upload_mean,nkeys_upload_max,nkeys_upload_final,nkeys_download_mean,nkeys_download_max,nkeys_download_final,avg_round_time_sec,max_round_time_sec,total_round_time_sec,avg_cpu_rss_mb,peak_cpu_rss_mb,avg_gpu_peak_alloc_mb,peak_gpu_peak_alloc_mb,avg_power_w_run,max_power_w_round,avg_power_w_final,total_energy_j_run,avg_energy_j_round,max_energy_j_round,energy_j_final,energy_per_acc_j_per_pct,comm_per_acc_bytes_per_pct
cifar100,TASK_ADAPTER,0,0.7,9,3,"42,43,44,42,43,44,42,43,44",9.97 ± 0.0471,0 ± 0,NA,1.502e+06 ± 0.000e+00,1.502e+06 ± 0.000e+00,NA,9.56e+05 ± 0,9.56e+05 ± 0,3.75e+05 ± 0,4.78e+05 ± 0,4.78e+05 ± 0,3.75e+05 ± 0,4.78e+05 ± 0,4.78e+05 ± 0,7 ± 0,8 ± 0,8 ± 0,7 ± 0,8 ± 0,8 ± 0,5.77 ± 0.797,6.34 ± 1.58,NA,3.05e+03 ± 28.8,3.05e+03 ± 28.8,497 ± 0.0589,497 ± 0.0613,3.86 ± 0.189,3.98 ± 0.144,3.98 ± 0.144,20.7 ± 0.767,-2.73 ± 4.92,-2.73 ± 4.92,20.7 ± 0.767,2.07 ± 0.0816,NA
