dataset,method,iid,alpha,n_files,n_unique_seeds,seeds,final_avg_acc_seen_mean,final_avg_forgetting_seen_mean,comm_bytes_total_run_mean,upload_bytes_total_run_mean,download_bytes_total_run_mean,comm_bytes_per_round_final_mean,upload_bytes_per_round_final_mean,download_bytes_per_round_final_mean,model_bytes_upload_mean_mean,model_bytes_upload_max_mean,model_bytes_upload_final_mean,model_bytes_download_mean_mean,model_bytes_download_max_mean,model_bytes_download_final_mean,nkeys_upload_mean_mean,nkeys_upload_max_mean,nkeys_upload_final_mean,nkeys_download_mean_mean,nkeys_download_max_mean,nkeys_download_final_mean,avg_round_time_sec_mean,max_round_time_sec_mean,total_round_time_sec_mean,avg_cpu_rss_mb_mean,peak_cpu_rss_mb_mean,avg_gpu_peak_alloc_mb_mean,peak_gpu_peak_alloc_mb_mean,avg_power_w_run_mean,max_power_w_round_mean,avg_power_w_final_mean,total_energy_j_run_mean,avg_energy_j_round_mean,max_energy_j_round_mean,energy_j_final_mean,energy_per_acc_j_per_pct_mean,comm_per_acc_bytes_per_pct_mean,final_avg_acc_seen_std,final_avg_forgetting_seen_std,comm_bytes_total_run_std,upload_bytes_total_run_std,download_bytes_total_run_std,comm_bytes_per_round_final_std,upload_bytes_per_round_final_std,download_bytes_per_round_final_std,model_bytes_upload_mean_std,model_bytes_upload_max_std,model_bytes_upload_final_std,model_bytes_download_mean_std,model_bytes_download_max_std,model_bytes_download_final_std,nkeys_upload_mean_std,nkeys_upload_max_std,nkeys_upload_final_std,nkeys_download_mean_std,nkeys_download_max_std,nkeys_download_final_std,avg_round_time_sec_std,max_round_time_sec_std,total_round_time_sec_std,avg_cpu_rss_mb_std,peak_cpu_rss_mb_std,avg_gpu_peak_alloc_mb_std,peak_gpu_peak_alloc_mb_std,avg_power_w_run_std,max_power_w_round_std,avg_power_w_final_std,total_energy_j_run_std,avg_energy_j_round_std,max_energy_j_round_std,energy_j_final_std,energy_per_acc_j_per_pct_std,comm_per_acc_bytes_per_pct_std
cifar100,TASK_ADAPTER,0,0.7,9,3,"42,43,44,42,43,44,42,43,44",9.966666666666667,0.0,,1501792.0,1501792.0,,956096.0,956096.0,375448.0,478048.0,478048.0,375448.0,478048.0,478048.0,7.0,8.0,8.0,7.0,8.0,8.0,5.766211111111111,6.3393,,3054.47,3054.5,497.00333333333333,497.26666666666665,3.8635400555555557,3.9764741111111115,3.9764741111111115,20.664587333333333,-2.7274832222222223,-2.7274832222222223,20.664587333333333,2.073574312345679,,0.04714045207910303,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7972471517588847,1.5825564592350776,,28.79142271966123,28.787552093840123,0.05892556509885301,0.061282587702830224,0.18873358438424434,0.1436451429572539,0.1436451429572539,0.7671942349463328,4.923121820452588,4.923121820452588,0.7671942349463328,0.08159048619628641,
